bccgcoD_0;bpaadD_0;bpcgrU_0;bpcinV_0;bpcnuM_0;bprnaM_0;crN_0;credattiM_0;ctY_0;cuR_0;naF_0;ostauZ_0;ptE_0;reP_0;reP_1;teL_0;tsccoD_0;upddattiM_0;vacbpR_0
;C1;4111BAOBAB;4111BAOBAB;4111BAOBAB;LE BAOBAB ABIDJAN;CI-ABJ2015A21578;2023-11-01T03:38:38;ABIDJAN;XOF;1544268Q;1500000.0;FRCHQ30FAC;DABA;OLGA; ;400;2025-01-14T08:26:07;AIRSI
;01;4111BAR;4111BAR;4111BAR;BAR BLANC;CI-ABJ-2012-A-5429;2022-02-01T21:47:14; ;XOF;9808521 G;2000000.0;CH20;CODJO;OLGA; ;400;2025-05-15T23:21:12;NOR
;C1;4111BARCA;4111BARCA;4111BARCA;SUPERETTE BARCA; ;2023-11-11T04:21:12; ;XOF; ;500000.0;CC1;PHILGENCE;OLGA; ;200;2024-08-23T05:40:21;AIRSI
;01;4111BASKET;4111BASKET;4111BASKET;FOOD BASKET;CIABJ2018A32253;2022-10-06T00:39:30;BIETRY ZONE 4;XOF;1866090Z;500000.0;ES3;DAHAN;OLGA;0708252222;200;2025-06-24T07:05:34;AIRSI
;C1;4111BASKET-N2;4111BASKET-N2;4111BASKET-N2;FOOD BASKET MARCORY;CI-ABJ2018A32253;2023-11-22T23:59:22; ;XOF;1866090Z;500000.0;CH15DFAC;DAHAN;OLGA;0708252222;200;2025-06-24T07:05:42;AIRSI
;01;4111BASSE-YAYA;4111BASSE-YAYA;4111BASSE-YAYA;BASSE YAYA; ;2022-12-23T00:01:59;TREICHVILLE;XOF; ;1000000.0;FRCHQ30FM10;DABA;OLGA; ;400;2025-02-05T02:32:56;NOR
;01;4111BCMI;4111BCMI;4111BCMI;LA BOURSE DU CHOMEUR ET DU MICRO IN;CI-ABJ-2016-B-3547;2022-01-25T23:44:32;ABIDJAN;XOF;1607405 B;0.0;CC1;SERGEMOTTO;OLGA; ;100;2024-08-13T06:56:26;NOR
;C1;4111BEEPEE;4111BEEPEE;4111BEEPEE;BEEPEE; ;2025-03-06T05:19:13;ABIDJAN;XOF; ;500000.0;CH15DFAC;CODJO;OLGA;0709880147;400;2025-03-06T05:19:13;NOR
;01;4111BEGONIA;4111BEGONIA;4111BEGONIA;BEGONIA; ;2021-09-07T23:09:14;ABIDJAN;XOF; ;1000000.0;CC1;CODJO; ;0707383000;200;2021-12-04T23:32:51;NOR
;01;4111BEIRUT;4111BEIRUT;4111BEIRUT;SAAB HASSAN; ;2022-04-07T07:09:55; ;XOF; ;1500000.0;CC1;DABA;OLGA;0797550230;400;2024-08-13T07:07:22;NOR
;C1;4111BEKET;4111BEKET;4111BEKET;BEKET AMIE PIERRE BRICE ; ;2024-02-22T01:17:28;ABIDJAN;XOF; ;2000000.0;CC1;SYNA;OLGA;0743801089;300;2024-05-13T00:09:51;AIRSI
;01;4111BELAIR;4111BELAIR;4111BELAIR;TOTAL BEL AIR;CI-GRDBSM-2013-A-215;2021-10-27T23:00:07;ABIDJAN;XOF;1352253Q;250000.0;CC1;SERAPHIN;OLGA; ;900;2025-05-13T23:50:26;NOR
;C1;4111BELLOMOHAMA;4111BELLOMOHAMA;4111BELLOMOHAMA;BELLO MOHAMAN; ;2024-11-27T21:09:17;ABIDJAN;XOF; ;0.0;CC1;CODJO;OLGA;0767681325;400;2024-11-27T21:09:17;AIRSI
;C1;4111BELMONTE;4111BELMONTE;4111BELMONTE;BELMONTE SARL;CI-ABJ032019B1209108;2024-07-27T00:39:55;ABIDJAN;XOF;1924979W;500000.0;CH10;SERGEMOTTO;OLGA;0788880777;100;2024-07-27T00:39:55;AIRSI
;C1;4111BELMOUTE;4111BELMOUTE;4111BELMOUTE;BELMONTE SARL;CI-ABJ032019B1209108;2023-12-08T03:45:41;COCODY RIVIEREA 2;XOF;1924979W;500000.0;CHFM10;CODJO;OLGA;0788880777;400;2024-07-27T00:35:42;AIRSI
;C1;4111BEMBE;4111BEMBE;4111BEMBE;CHOUEIKH SIDI BEMBE; ;2023-10-25T21:15:46;ABIDJAN;XOF; ;250000.0;CC1;TOURE;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;C1;4111BERAKEL;4111BERAKEL;4111BERAKEL;SUPER MARCHE BERAKEL GROUPE;CI-ABJ032023B1204909;2023-12-06T20:47:35;ABIDJAN;XOF;2304039Y;1000000.0;CC1;TOURE;OLGA;0758752968;200;2025-02-08T02:39:06;AIRSI
;01;4111BERTINE;4111BERTINE;4111BERTINE;OUANOUSSA BERTINE; ;2022-02-18T02:07:43;ABIDJAN;XOF; ;6000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111BIAFRI;4111BIAFRI;4111BIAFRI;MR BIAFRI; ;2021-08-24T22:34:52; ;XOF; ;1000000.0;CC1;SYNA;SYNA;0779980656;300;2024-05-13T00:09:51;AIRSI
;01;4111BIG-BAZAR;4111BIG-BAZAR;4111BIG-BAZAR;SOCIETE BIG BAZAR;CI-ABJ-03-2022M08316;2023-03-28T22:29:27;ABIDJAN-KOUMASSI;XOF;1201576F;0.0;CH10;TOURE;OLGA; ;200;2024-05-13T00:09:51;NOR
;01;4111BIG-MARKET;4111BIG-MARKET;4111BIG-MARKET;SUPER BIG MARKET SARL;CI-ABJ-2023-B1201683;2023-04-14T03:45:11;COCODY;XOF;2301405J;500000.0;CC1;TOURE;OLGA; ;200;2025-01-14T08:06:56;AIRSI
;C1;4111BLEJUSTICE;4111BLEJUSTICE;4111BLEJUSTICE;BLE JUSTICE; ;2024-06-12T06:15:02;ABIDJAN;XOF; ;5000000.0;CC1;SYNA;OLGA;0708269281;300;2024-06-12T06:15:02;AIRSI
;C1;4111BOCALOCA;4111BOCALOCA;4111BOCALOCA;LA BOCA LOCA;CIABJ032024B1309733;2024-12-07T00:31:56;ABIDJAN;XOF; ;500000.0;FRCHQ30FAC;CODJO;OLGA;0586804666;400;2024-12-07T00:31:56;AIRSI
;01;4111BONMARCHE;4111BONMARCHE;4111BONMARCHE;LE BON MARCHE; ;2022-09-15T05:26:39; ;XOF;2112432 D;0.0;CH10;TOURE;OLGA;0708001905;200;2024-05-13T00:09:51;AIRSI
;01;4111BONPRIX;4111BONPRIX;4111BONPRIX;PROSUMA BON PRIX;CI-ABJ-1966-B-5081;2022-06-24T02:08:30; ;XOF;5011806 N;0.0;FRCHQ30FM10;OLGA;AYEKOUE; ;200;2025-04-30T03:22:20;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-18;PROSUMA BON PRIX PK18;CIABJ1966B5081;2025-06-04T00:27:19;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-04T00:27:19;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-ABO;PROSUMA BON PRIX SAMAKE ABOBO;CIABJ1966B5081;2025-04-25T04:05:36;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;OLGA;OLGA; ;200;2025-05-27T21:24:51;NOR
;C2;4111BONPRIX;4111BONPRIX;4111BONPRIX-ADI;PROSUMA BON PRIX ADIAKE;CIABJ1966-B-5081;2025-06-30T20:57:02;ADIAKE;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-30T20:57:02;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-ANC;PROSUMA BON PRIX ANYAMA CENTRE;CI-ABJ-1966-B-5081;2025-06-30T21:31:54;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-30T21:31:54;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-ANG;PROSUMA BON PRIX ANGRE ;CIABJ1966B-5081;2025-05-13T03:08:36;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;OLGA;OLGA; ;200;2025-05-27T21:25:28;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-ANY;PROSUMA BON PRIX ANYAMA;CI-ABJ1966B5081;2025-04-24T20:46:48;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;OLGA;OLGA; ;200;2025-05-27T21:25:42;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-BAO;PROSUMA BON PRIX ABOBO BAOULE ;CIABJ-1966-B-5081;2025-06-04T00:18:27;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-04T00:18:27;NOR
;01;4111BONPRIX;4111BONPRIX;4111BONPRIX-BEL;PROSUMA BON PRIX BELLEVILLE; ;2023-03-22T20:54:23; ;XOF;5011806 N;0.0;FRCHQ30FM10;OLGA;OLGA; ;200;2025-04-30T03:44:15;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-BGR;PROSUMA BON PRIX BINGERVILLE GARE;CI-ABJ-1966-B-5081;2025-06-30T21:27:02;ABIDJAN;XOF;5011806 N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-30T21:27:02;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-BIN;PROSUMA BON PRIX BINGERVILLE;CIABJ1966-B-2081;2025-06-14T00:29:10;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-30T21:20:40;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-BOB;PROSUMA BON PRIX ABOBOTE;CIABJ 1966 B 5081;2025-06-04T02:44:21;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-04T02:44:21;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-DOU;PROSUMA BON PRIX ABOBO DOUME;CI-ABJ-1966-B-5081;2025-06-30T21:17:57;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-30T21:17:57;NOR
;01;4111BONPRIX;4111BONPRIX;4111BONPRIX-FAY;PROSUMA BON PRIX FAYA ; ;2023-06-09T20:56:51; ;XOF;5011806 N;70000000.0;FRCHQ30FM10;OLGA;OLGA; ;200;2025-04-30T03:43:34;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-GAB;PROSUMA BON PRIX GABRIEL GARE ;CIABJ1966B5081;2025-06-04T02:39:04;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-04T02:39:04;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-GON;PROSUMA BON PRIX GONZAGUEVILLE;CIABJ1966B5081;2025-06-04T00:34:05;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-04T00:34:05;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-MAR;PROSUMA BON PRIX MARCORY;CIABJ-1966-B-5081;2025-06-04T00:03:35;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-04T00:03:35;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-PLA;PROSUMA BON PRIX PLATEAU;CIABJ1966-B-5081;2025-04-28T21:48:08;ABIDJAN;XOF;5011806N;0.0;FRCHQ30FM10;OLGA;OLGA; ;200;2025-05-27T21:25:55;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-TRG;PROSUMA BON PRIX TOIT ROUGE YOPOUGO;CI-ABJ-1966-B-5081;2025-06-30T21:14:34;ABIDJAN;XOF;5011806 N;0.0;FRCHQ30FM10;GOMIS;OLGA; ;200;2025-06-30T21:14:34;NOR
;C1;4111BONPRIX;4111BONPRIX;4111BONPRIX-YOP;PROSUMA BON PRIX NIANGON GAUCHE ; ;2025-04-23T21:08:23;ABIDJAN;XOF; ;70000000.0;FRCHQ30FM10;OLGA;OLGA; ;200;2025-05-27T21:26:08;NOR
;01;4111BONPRIX;4111BONPRIX;4111BONPRIXMARS;PROSUMA BON PRIX BD DE MARSEILLE;CI-ABJ-1966-B-5081;2022-06-24T02:10:48; ;XOF;5011806 N;0.0;FRCHQ30FM10;OLGA;AYEKOUE; ;200;2025-04-30T03:34:08;NOR
;C1;4111BOUCARI;4111BOUCARI;4111BOUCARI;BOUCARI DIOBO; ;2023-09-27T00:23:58;ABIDJAN;XOF; ;5000000.0;ES1;BAMBA;OLGA; ;300;2024-10-01T03:09:19;AIRSI
;01;4111BOUCHERIE;4111BOUCHERIE;4111BOUCHERIE;BOUCHERIE MODERNE;CI-TIA-2021-PO-247;2021-09-23T22:53:56;SIKENSI;XOF; ;2000000.0;CC1;SYNA;SYNA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111BOUKARY;4111BOUKARY;4111BOUKARY;BOUKARY ADAMA; ;2023-03-11T03:14:36;BOUAKE;XOF; ;5000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111BOULAY;4111BOULAY;4111BOULAY;BOULAY BEACH RESORT (BBR);CI-ABJ-2019-B-19681;2021-12-03T04:15:08; ;XOF;1953490;1000000.0;CHFM10;CODJO;OLGA; ;400;2024-11-03T03:30:30;NOR
;01;4111BOXA;4111BOXA;4111BOXA;ETS BOXA;CI-ABJ-2020-M-03028;2021-10-28T01:27:33;ABIDJAN;XOF; ;0.0;CC1;DABA;OLGA; ;400;2024-08-13T07:06:09;NOR
;01;4111BRAHIMA;4111BRAHIMA;4111BRAHIMA;BRAHIMA KOUAKOU LAZARE; ;2023-01-19T04:17:00;ABIDJAN;XOF; ;5000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;01;4111CABANA;4111CABANA;4111CABANA;MAESTRO CABANA; ;2022-03-10T06:35:22; ;XOF; ;1000000.0;CC1;DABA;OLGA; ;400;2024-08-13T07:08:37;AIRSI
;C1;4111CACTUS;4111CACTUS;4111CACTUS;CACTUS RESTAURANT LOUNGE;CIABJ032024B1310230;2024-12-18T22:39:25;ABIDJAN;XOF;2404131D;500000.0;CH15DFAC;DABA;OLGA;0749032881;400;2024-12-18T22:39:25;NOR
;C1;4111CADIC;4111CADIC;4111CADIC;CADIC EVENTS GROUP;CI-ABJ032021B1306910;2023-12-01T20:14:03;BASSAM;XOF;2187267T;2500000.0;ES3;ASSAMOI;OLGA;0708087957;400;2025-06-14T06:51:17;AIRSI
;01;4111CAP-VISION;4111CAP-VISION;4111CAP-VISION;CAP VISION SARL;CI-ABJ032016B1317954;2023-06-15T21:00:14;COCODY RIVIERA;XOF;1635396U;1000000.0;CC1;SERGEMOTTO;OLGA; ;100;2024-05-13T00:09:51;AIRSI
;C1;4111CAPITOL;4111CAPITOL;4111CAPITOL;HOTEL CAPITOL;CI-ABJ2015B4883;2023-12-21T21:03:18;ABIDJAN;XOF;1509154C;1500000.0;CH10;DABA;OLGA;0747587582;400;2025-03-24T21:42:20;NOR
;C1;4111CASE-BLEUE;4111CASE-BLEUE;4111CASE-BLEUE;LA CASE BLEUE;CI-GRDBSM2015A5468;2023-12-13T01:37:07;GRAND BASSAM;XOF;1647103B;4000000.0;CH15JFIN15;ASSAMOI;OLGA; ;400;2025-06-05T22:30:31;AIRSI
;C1;4111PROSUMA;4111PROSUMA;4111CASH-MBADON;PROSUMA CASH IVOIRE M'BADON; ;2024-08-10T02:06:16; ;XOF;5011806N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111CASH-ZONE4;4111PROSUMA;4111CASH-ZONE4;PROSUMA CASH ZONE 4; ;2023-03-16T21:20:05; ;XOF;5011806 N;500000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-11-21T03:18:17;NOR
;01;4111CASH2PLATEA;4111PROSUMA;4111CASH2PLATEA;PROSUMA CASH II PLATEAUX; ;2023-03-16T21:17:04; ;XOF;5011806 N;300000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-11-06T00:16:39;NOR
;01;4111CASHIVOIR;4111CASHIVOIR;4111CASHIVOIR;CASH IVOIRE PORT BOUET; ;2021-12-24T03:46:03;ABIDJAN;XOF; ;350000.0;CH15JFIN15;TOURE;OLGA; ;200;2025-05-17T03:27:12;NOR
;C1;4111CASHYOP;4111CASHYOP;4111CASHYOP;CASH IVOIRE YOPOUGON ;CIABJ05-12-3482;2024-08-06T02:13:15;ABIDJAN;XOF;8802521Z;1000000.0;CH10;PHILGENCE;OLGA;0778294085;200;2024-08-06T02:13:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111CASINO-GOLF;PROSUMA CASINO RIVIERA GOLF; ;2023-07-08T03:21:29; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111CASLAITRA;4111CASLAITRA;4111CASLAITRA;CASLAITRA SARL; ;2022-05-28T03:23:31; ;XOF; ;500000.0;CC1;CODJO;OLGA;0747112833;400;2024-08-13T07:09:34;NOR
;C1;4111CENT-BAOULE;4111CENT-BAOULE;4111CENT-BAOULE;IVOIRE CENTER ABOBO BAOULE;CIABJ032023B1206082;2024-03-27T05:44:16;ABIDJAN;XOF;2305740P;2000000.0;FRCHQ30FM;TOURE;OLGA;0707362705;200;2025-05-09T23:59:50;NOR
;01;4111CENTER-FAYA;4111CENTER-FAYA;4111CENTER-FAYA;IVOIRE CENTER FAYA ;CIABJ2020B14595;2022-06-15T01:08:25; ;XOF;204413B;2000000.0;FRCHQ30FM-;TOURE;SYNA;0707362705;200;2025-03-26T00:28:08;NOR
;01;4111CENTER-PALM;4111CENTER-PALM;4111CENTER-PALM;IVOIRE CENTER PALMERAIE;CIABJ2015B17556;2022-06-15T01:10:45; ;XOF;1540494U;7000000.0;FRCHQ30FM-;TOURE;OLGA;0707362705;200;2025-05-23T06:13:16;NOR
;01;4111CENTER-RIVI;4111CENTER-RIVI;4111CENTER-RIVI;IVOIRE CENTER RIVIERA (QUICK MARKET;CI-ABJ-2015-B-17556;2023-03-08T20:49:29;ABIDJAN-PALMERAIE;XOF;1540494U;2000000.0;CH10;TOURE;OLGA; ;200;2025-07-08T20:35:47;NOR
;01;4111CHABEMSARL;4111CHABEMSARL;4111CHABEMSARL;CHABEM SARL;CI-GRDBSM-2021-B-305;2022-12-16T23:18:30; ;XOF;2135856M;500000.0;ES3;CODJO;OLGA; ;200;2024-05-13T00:09:51;NOR
;01;4111CHAIN;4111CHAIN;4111CHAIN;CHAIN HOTEL ABIDJAN;CI-ABJ-2012-B-022;2022-07-06T04:09:54; ;XOF;1312957 S;35000000.0;FRCHQ30FM10;OLGA;OLGA;0576999816;400;2025-07-03T02:19:29;NOR
;01;4111CHALOUB;4111CHALOUB;4111CHALOUB;MR CHALOUB; ;2021-09-11T06:07:19;ABIDJAN;XOF; ;5000000.0;CH15JFIN15;DAHAN;OLGA;0505054952;200;2025-07-09T22:02:23;NOR
;C1;4111CHAMOUNI;4111CHAMOUNI;4111CHAMOUNI;ALI CHAMOUNI; ;2023-12-20T02:16:33;ABIDJAN;XOF; ;2000000.0;CC1;CODJO;OLGA;0777600010;400;2024-10-03T23:35:57;AIRSI
;01;4111CHARLENE;4111CHARLENE;4111CHARLENE;KONAN CHARLENE; ;2021-08-24T23:49:54; ;XOF; ;3000000.0;CC1;SYNA;SYNA;0708408545;300;2024-05-13T00:09:51;AIRSI
;01;4111CHARLES;4111CHARLES;4111CHARLES;DEMBELE CHARLES; ;2022-03-07T22:37:03; ;XOF; ;7500000.0;CC1;SERGEMOTTO;OLGA; ;100;2024-12-03T05:23:04;NOR
;01;4111CHEEEZ;4111CHEEEZ;4111CHEEEZ;CHEEEZ HOLDING SARL;CIABJ032021B1205018;2022-06-17T20:04:11; ;XOF;2189826N;1500000.0;CH15JFIN15;OLGA;OLGA;0709861879;400;2024-05-13T00:09:51;NOR
;01;4111CHEESE;4111CHEESE;4111CHEESE;CHEESE & CO; ;2021-12-10T23:35:08;ABIDJAN;XOF; ;5000000.0;CH15;DABA;OLGA; ;400;2025-05-26T22:49:21;NOR
;C1;4111CHELSEA;4111CHELSEA;4111CHELSEA;CHELSEA DISTRIBUTION;CI-ABJ-2019-B-16867;2024-02-22T01:04:20;ABIDJAN;XOF;1945421L;250000.0;CC1;TOURE;OLGA;0584235181;200;2024-05-13T00:09:51;AIRSI
;C1;4111CHEZ-RABI;4111CHEZ-RABI;4111CHEZ-RABI;CHEZ RABI;CI-ABJ2019B9770;2023-12-07T23:26:01;MARCORY;XOF;1926414A;1500000.0;CC1;CODJO;OLGA;0749905555;400;2025-04-04T05:43:32;AIRSI
;C1;4111CHEZARYHEL;4111CHEZARYHEL;4111CHEZARYHEL;CHEZ ARYHEL SARL;CI-ABJ2020B04143;2023-11-01T03:24:03; ;XOF;2015059U;3000000.0;CC1;CODJO;OLGA; ;400;2025-06-26T01:36:13;AIRSI
;C2;4111CHEZJEAN;4111CHEZJEAN;4111CHEZJEAN;RESTAURANT CHEZ JEAN ;CI-GRDBSM-2021A12603;2024-07-30T01:58:24;GRAND BASSAM;XOF;226494L;500000.0;CH15DFAC;ASSAMOI;OLGA;0788873880;400;2025-06-13T05:59:30;NOR
;01;4111CHEZMARIO;4111CHEZMARIO;4111CHEZMARIO;CARAMASCHI MARIO (CHEZ MARIO);CI-ABJ-1999-A-249312;2023-05-08T23:37:23;YAMOUSSOUKRO;XOF;0701344V;1000000.0;CC1;ASSAMOI;SERGEMOTTO; ;400;2024-07-19T04:31:30;AIRSI
;C1;4111CHEZMIMI;4111CHEZMIMI;4111CHEZMIMI;CHEZ MIMI;CIABJ032021-B13-0041;2024-05-07T02:49:54;ABIDJAN;XOF; ;2000000.0;FRCHQ30FAC;CODJO;OLGA;0789102000;400;2025-05-24T22:57:29;AIRSI
;01;4111CHEZRABI;4111CHEZRABI;4111CHEZRABI;CHEZ RABI;CI-ABJ-2019-B-9770;2023-05-18T05:13:01;MARCORY ZONE 4;XOF;1926414A;500000.0;CC1;CODJO;OLGA; ;400;2024-05-13T00:09:51;NOR
;01;4111CHRISTOPHE;4111CHRISTOPHE;4111CHRISTOPHE;CHRISTOPHE & ALICE; ;2022-05-27T23:50:39; ;XOF; ;500000.0;CC1;PHILGENCE;OLGA; ;400;2024-08-13T07:15:11;AIRSI
;01;4111CI-SUP-BING;4111CI-SUPER;4111CI-SUP-BING;COTE D'IVOIRE SUPERMARCHE BINGVILLE;CIABJ032021B1700012;2023-03-21T21:53:49; ;XOF;2114866J;1000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-11-30T01:59:55;NOR
;01;4111CI-SUPER;4111CI-SUPER;4111CI-SUPABATT;COTE D'IVOIRE SUPERMARCHE ABATTA;CIABJ032021B1700012;2023-02-10T01:39:51; ;XOF;2114866J;150000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-12-31T21:20:39;NOR
;01;4111CI-SUPABOBO;4111CI-SUPER;4111CI-SUPABOBO;COTE D'IVOIRE SUPERMARCHES ABOBO;CIABJ032021B1700012;2022-06-23T20:37:18; ;XOF;2114866J;1000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-11-30T02:00:17;NOR
;01;4111CI-SUPABSAM;4111CI-SUPER;4111CI-SUPABSAM;COTE D'IVOIRE SUPERMARCHE SAMAKE;CIABJ032021B1700012;2022-10-26T00:47:33; ;XOF;2114866J;1000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-11-30T02:00:25;NOR
;01;4111CI-SUPBASAM;4111CI-SUPER;4111CI-SUPBASAM;COTE D'IVOIRE SUPERMARCHES BASSAM;CIABJ032021B1700012;2024-07-06T20:52:02; ;XOF;2114866J;3000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-12-09T22:15:29;NOR
;01;4111CI-SUPBOUAK;4111CI-SUPER;4111CI-SUPBOUAK;COTE D'IVOIRE SUPERMARCHES BOUAKE;CIABJ032021B1700012;2023-01-07T03:26:32; ;XOF;2114866J;10000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2025-02-02T03:49:46;NOR
;01;4111CI-SUPCOMPL;4111CI-SUPER;4111CI-SUPCOMPL;COTE D'IVOIRE SUPERMARCHES COMPLEXE;CIABJ032021B1700012;2022-06-23T20:39:13; ;XOF;2114866J;1000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-11-30T02:00:48;NOR
;01;4111CI-SUPDJIBI;4111CI-SUPER;4111CI-SUPDJIBI;COTE D'IVOIRE SUPERMARCHES DJIBI;CIABJ032021B1700012;2022-09-27T07:20:41; ;XOF;2114866J;2200000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2025-02-25T03:43:18;NOR
;01;4111CI-SUPER;4111CI-SUPER;4111CI-SUPER;COTE D'IVOIRE SUPERMARCHES;CIABJ032021B1700012;2022-06-09T01:18:36; ;XOF;2114866J;150000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-12-31T21:20:39;NOR
;01;4111CI-SUPER;4111CI-SUPER;4111CI-SUPERAT;COTE D'IVOIRE SUPERMARCHES ATTOBAN;CIABJ032021B1700012;2022-06-09T01:22:07; ;XOF;2114866J;150000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-12-31T21:20:39;NOR
;C2;4111CI-SUPER;4111CI-SUPER;4111CI-SUPERYAM;COTE D'IVOIRE SUPERMARCHE YAMOUSSOK; ;2024-08-13T21:37:59;YAMOUSSOKRO;XOF; ;150000000.0;FRCHQ30FAC;OLGA;OLGA; ;200;2024-12-31T21:20:39;NOR
;01;4111CI-SUPER;4111CI-SUPER;4111CI-SUPINCHA;COTE D'IVOIRE SUPERMARCHES INCHALAH;CIABJ032021B1700012;2023-02-17T04:01:56; ;XOF;2114866J;150000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-12-31T21:20:39;NOR
;01;4111CI-SUPKOUM;4111CI-SUPER;4111CI-SUPKOUM;COTE D'IVOIRE SUPERMARCHES KOUMASSI;CIABJ032021B1700012;2022-10-12T00:38:08; ;XOF;2114866J;1300000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-12-18T21:26:40;NOR
;01;4111CI-SUPER;4111CI-SUPER;4111CI-SUPMPOUT;COTE D'IVOIRE SUPERMARCHES M'POUTO;CIABJ032021B1700012;2022-06-18T02:17:03; ;XOF;2114866J;150000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-12-31T21:20:39;NOR
;01;4111CI-SUPROUGE;4111CI-SUPER;4111CI-SUPROUGE;COTE D'IVOIRE SUPERMARCHE TOITROUGE;CIABJ032021B1700012;2022-06-23T20:48:45; ;XOF;2114866J;1000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-11-30T02:01:07;NOR
;01;4111CI-SUPER;4111CI-SUPER;4111CI-SUPTREIC;COTE D'IVOIRE SUPERMARCHE TRCHVILLE;CIABJ032021B1700012;2023-04-07T01:29:58; ;XOF;2114866J;150000000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2024-12-31T21:20:39;NOR
;01;4111CI-SUPZONE4;4111CI-SUPER;4111CI-SUPZONE4;COTE D'IVOIRE SUPERMARCHES ZONE 4;CIABJ032021B1700012;2022-11-22T04:59:45; ;XOF;2114866J;2500000.0;FRCHQ30FAC-;OLGA;OLGA;0759265401;200;2025-01-22T04:08:18;NOR
;01;4111CIAM;4111CIAM;4111CIAM;CIAM;CI-ABJ-2973-B-10662;2021-08-02T23:03:38; ;XOF;7300260A;2000000.0;CHFM10;SERGEMOTTO; ; ;100;2021-12-06T21:36:25;NOR
